name,kind,scope,axis,height,grids,rarity,groups,effect,trigger,note,source,status
Secrets batch two,Meta,global,none,no,1,-,index;secret,"The four-by-thirteen Voladores calendar, the yakuza hand, the Dead Man's Hand, the Disaster March audio tell, Zip's unanswered question, the named court cards, the uncredited artist, Buchinger's micro-text, the rope trick that becomes real, the Scottish Play ritual, the rider's hidden clause, wax-and-gold double text, the out-of-game mystery, and duende as unpurchasable transcendence.",design,"Fourteen secrets, none of which needs an answer to work.",refs:763-767,carried
Meta structures index,Meta,global,none,no,1,-,index;meta,"The Academy, the dynasties, the Kellar to Thurston succession, the social-circus school, Winter Quarters, Residency mode, speedrun-category endless modes, the seasonal crown, per-card personal bests, and the busker-to-space arc.",design,"Ten meta-progression shapes, each with a real institution behind it.",refs:768-772,carried
Naming gifts,Meta,global,none,no,1,-,naming;index,"Call the acts The Pledge, The Turn and The Prestige; call the final city The Palace; call the discard Showmen's Rest.",design,Three free names. The first is now historical - the three acts are gone - but The Palace and Showmen's Rest still stand.,refs:773-774,carried
The five stories,Meta,global,none,no,1,-,flavor;index,"The stories worth full flavour-text treatment - Couney's incubators, Blackstone's calm evacuation, Adelaide Herrmann's bullet catch, Reginald Scot's merciful expose, Pablo Fanque's poster becoming a Beatles song, Marceau's silent children, the steelpan's invention, the Generals' 1971 win, the enxaneta's raised hand, and Love is in the Bin.",design,"Ten true stories, each of which makes a card memorable without a single invented word.",refs:775-779,carried
Reference table separators,Meta,global,none,no,1,-,docs;structure,"The column separators of the four reference tables that open Parts C, D, E and G.",design,"Markdown structure, recorded so every line of the compendium is accounted for.",refs:409;refs:469;refs:498;refs:639,carried
The organized record,Meta,global,none,no,1,-,docs;design,"The design document is the draft compiled into topics, cross-referenced against the code, preserving each topic's history as a mini-timeline that always ends with the latest state. Nothing is deleted, including abandoned ideas.",design,"The one doc that says what the owner decided rather than what an agent proposed. Its status legend - implemented, partial, designed, sketch, abandoned, summary-only - is what makes it auditable.",doc:1-21,carried
Identity and pitch,Meta,global,none,no,1,-,identity;design,"Solatro - Balatro, but the hand-play is solitaire. A circus deckbuilder where the Ringmaster arranges performers in the Ring to excite the audience, touring a generated world.",design,The pitch survived the overhaul word for word; only the shape of the Ring changed.,doc:23-35,carried
Stated references,Meta,global,none,no,1,-,reference;research,"Balatro, the Zachtronics collection, Hempuli, Deadman Wonderland, FTL, Slay the Spire, TFT, One Step From Eden, Umamusume, Vampire Survivors, Mewgenics, Inscryption, Steel Ball Run and Titanium Court.",design,"Each reference is attached to the system it informed, which is what makes the list usable rather than decorative.",doc:36-48,carried
Design philosophy one-liners,Meta,global,none,no,1,-,design;principle,Scoring contextualises every card; a run should yak-shave the player into a new plan; flexibility is part of a card's budget; do not multiply progression systems; secrets drive engagement without answers.,design,Five rulings that between them decide most balance arguments before they start.,doc:49-59,carried
Loop v1,Rule,grid-local,y,no,1,-,superseded;flow,"Deck-click drops with score slots on the right, mulliganable and rearrangeable incoming cards.",on_next,"Superseded twice - first by whole-board submit, then by the grid.",doc:61-68,superseded
Loop v2,Rule,grid-local,board,yes,1,-,superseded;flow,"Whole-board submit - draw continuously, press Submit to evaluate the entire board, which then clears and reseeds from the Entrance.",on_next,Superseded by the grid. Scoring now fires on completion and End clears nothing.,doc:69-79,superseded
Undo is always live,Rule,global,none,no,1,-,undo;flow,"Undo during a resolving act cancels it with nothing committed, and undo at the outcome screen rewinds the final Submit. Fame banks at Continue rather than at the outcome screen, so a win stays undoable until committed.",on_game_end,"Shipped, and the banking rule is the subtle part - it is what stops a resumed win double-banking.",doc:80-87,implemented
Loop implementation state,Rule,grid-local,grid,yes,2+,-,architecture;flow,"The game class with its draw deck, discard, Entrance and Ring, where the Entrance card drops stacks and refills from the deck, and one rule card performs the evaluation.",design,Every part survived the overhaul except the drop - the Entrance now hands cards over rather than dropping them.,doc:88-96,carried
Board and zones,Rule,grid-local,x,no,1,-,board;architecture,Five columns chosen so a full row is a poker hand; two zones renamed Grand Entrance and the Ring; the column count set by rule cards rather than hardcoded; duplicate rule cards identified by rank; null cards; expanding zone controls; the board as an array.,design,"The five-wide choice is the one decision the whole overhaul rests on. The immutability worry resolved itself - zones exist, but the count is five separate cards.",doc:98-119,carried
Stacking and movement,Rule,grid-local,h,yes,1,-,stacking;rule,"Illegal stacks could once only go to the submission spot; then only legal stacks could be lifted at all; the legal stack is an ascending or descending run of differing suits, decided by a resolver that gathers allow and deny votes.",on_can_place_stack,"The resolver survived the overhaul untouched, which is why stacking upward needed no new rules.",doc:121-142,carried
Scoring timeline,Rule,grid-local,line,no,1,-,scoring;economy,"Cribbage counting, then dual-axis rows and columns with the two totals multiplied, then the combo reframe where the payout is the row total times the column total times the combo.",on_after_score,"The three-bucket product is the fourth entry in this timeline, and the first one that had to account for diagonals.",doc:144-183,carried
Performance rings,Rule,grid-local,y,yes,1,-,scoring;ring,"Score zones by board depth - the first five rows at one multiple, the next band at two, and so on outward.",on_score,"Now a height band rather than a row band, because the board grows upward.",doc:184-186,carried
Trigger order,Rule,global,deck,no,2+,-,order;architecture,"Field effects, then the deck top-down, then the board left to right and top to bottom including the Entrance, then the discard newest first.",on_anything,Unchanged except that the board walk now covers every grid in turn.,doc:187-190,carried
Big numbers,Rule,global,none,no,1,-,score;architecture,"Planned from the start with an infinite number class, and never a single digit.",on_score,Shipped. The grid's score buckets are the newest thing that had to learn to pack them.,doc:191-194,implemented
Avalanche filed,Skill,grid-local,board,yes,1,Epic,scoring;destruction,"After scoring, every card on the board attacks the scoreboard, reducing the goal by the number of cards.",on_game_end,"The prototype for every goal-manipulating effect, and still the only one.",doc:195-199,carried
Card anatomy,Rule,global,none,no,1,-,architecture;card,"Suit, rank, stamp slot, skill slot and type; one parent and one child; a board of zones plus three decks; the layout parsed from the rules at creation; the scoring UI deliberately not card-implemented.",design,"The engine contract, all of it implemented, and none of it changed by the overhaul.",doc:201-212,implemented
Vocabulary timeline,Meta,global,none,no,1,-,naming;stamp,Seals became Stamps; card materials became Types; the stamp might yet become a diegetic hat or a piece of costume.,design,The newest draft weighed a second equipment slot and judged it overkill.,doc:213-216,carried
Pip architecture,Rule,grid-local,cell,no,1,-,architecture;pip,One comparator for every pip interaction with mods polled before any numeric fallback; each pip owning its visuals; pips able to register their own scoring methods; pip effects permanently active; the wild pip tracking what it copies.,on_can_place_stack,"Implemented as designed, which is unusual enough to be worth noting.",doc:217-231,implemented
Determinism,Rule,global,none,no,1,-,architecture;determinism,"Everything deterministic, with a hand-written generator the engine cannot change and per-seed random offsets rather than one shared seed.",on_game_start,The map side is fully seeded already; the game side is not.,doc:232-237,carried
Spotlight timeline,Rule,grid-local,h,yes,1,-,spotlight;rule,"From all revealed cards act, to abilities needing to be visible with a stamp exempting them, to the Spotlight rebrand where an unblocked card is in the spotlight.",on_spotlight,Implemented. Height stacking is what finally made covering a decision rather than an accident.,doc:239-255,implemented
Spotlight presentation,View,grid-local,h,yes,1,-,ui;spotlight,"Cards peeking over their blockers, literal spotlight beams instead of glow, the eye stamp showing a miniature of its skill art, the show-all-actives toggle and the compress-board view.",design,The reveal offset shipped as part of the grid layout; the two buttons are still wanted.,doc:256-268,carried
The rule deck,Rule,global,none,no,1,-,architecture;rule,"A hidden deck of cards defining the defaults, which the player can modify during a run; boss effects as temporary cards that destroy themselves; vouchers in the main deck; Baba-is-you visibility rules; rule cards carrying random pips; the rule deck resolving last; input slots as cards; game laws as plain text; true vision as a prestige unlock; a rules-in-hand deck variant; per-scenario rule decks; the level-deck idea rejected; a force-trigger card; a rulesets pack; and the vetoed playable-deck idea.",on_game_start,The single most productive idea in the document. The blinds category is its newest dividend.,doc:270-317,carried
