seen?,name,historical_reference,card_art,rarity,cost,effect,pseudocode,groups,why_fun,balance,scope,axis,needs_height,needs_grids,status,source
,Uran Nugaralt,,,Epic,5,"Mongolian contortion, a national art with the world's most celebrated lineage - a card that fits into any cell shape a blind imposes.",hook: on_can_place_stack,movement;formation,The India-Rubber Man's better-sourced sibling.,,grid-local,cell,no,1,carried,refs:165-169
,Rifa'i Demonstrations,,,Rare,3,Skewers and blades passed through flesh without visible harm - faith as proof.,hook: on_trigger,protection;gamble,A protection card whose flavour is conviction rather than equipment.,,grid-local,cell,no,1,carried,refs:172
,Moroccan Acrobats,,,Rare,3,"The Tazeroualt tumbling brotherhood, whose human pyramids and banquine throws toured the world.",hook: on_score,formation;h,The pyramid formation with a specific lineage.,,grid-local,h,yes,1,carried,refs:173
,The Gali-Gali Men,,,Uncommon,2,Egyptian street cups-and-balls masters famed for producing live baby chicks - a card that creates a token wherever it moves.,hook: on_trigger,creation;prop,Production rather than transformation.,,grid-local,cell,no,1,carried,refs:174
,Karagoz and Hacivat,,,Uncommon,2,"The Turkish shadow-play duo - the earthy trickster and the pompous scholar, bickering for five centuries. Two cards that score more when adjacent and argue when apart.",hook: on_score,formation;combo,A pair whose whole value is the pairing.,,grid-local,x,no,1,carried,refs:175
,Zurkhaneh,,,Rare,3,The House of Strength - ritual club-swinging and drumming in an ancient athletic brotherhood.,hook: on_stack_cards,h;protection,"The Strongman family, sourced to a living tradition.",,grid-local,h,yes,1,carried,refs:176
,Darvoz Rope-Walkers,,,Rare,3,Central Asian high-rope dynasties performing at festivals for centuries.,hook: on_trigger,movement;formation,A wire card that crosses between grids rather than within one.,,grid-local,x,no,2+,carried,refs:177
,Griots,,,Epic,5,West African hereditary praise-singers and living archives - a card that remembers everything the run has done and scores for it.,hook: on_game_end,info;persistence,"Memory as a mechanic, and the only card that reads the whole run's history.",,global,deck,no,1,carried,refs:179-183
,Moko Jumbies,,,Rare,3,Carnival stilt-walking guardians who see over evil - a card that sees and protects the whole column beneath it.,hook: on_spotlight,h;protection,Guardianship with a height requirement.,,grid-local,h,yes,1,carried,refs:186
,Danza de los Voladores,,,Epic,5,"Four flyers descend a thirty-metre pole on ropes, circling thirteen times each - a card that descends its stack scoring once per level.",hook: on_trigger,h;formation,"Thirteen circles times four is the solar year, which is a meld waiting to be printed.",,grid-local,h,yes,1,carried,refs:189-193
,Aztec Antipodism,,,Rare,3,"Foot-jugglers spinning logs, documented in 1528 and taken to the court of Charles V - a card that supports and spins the card above it.",hook: on_stack_cards,h;movement,The Risley act's older name and better provenance.,,grid-local,h,yes,1,carried,refs:194
,Rodeo Clown,,,Rare,3,The clown whose real job is drawing the bull away from fallen riders - this card redirects a hazard onto itself.,hook: on_board_mutated,protection;class,The protection family's clearest single card.,,grid-local,x,no,1,carried,refs:198
,Congress of Rough Riders,,,Epic,5,"Buffalo Bill's touring mega-show mixed cowboys, Cossacks and cavalry from everywhere - a card that scores for the number of distinct classes on the whole board.",hook: on_score,combo;class,"The rainbow reward at board scale, and the historical original of the variety show.",,grid-local,line,no,1,carried,refs:199
,The Rattlesnake King,,,Uncommon,2,"Clark Stanley's snake oil, which contained no snake oil - a card sold at a shop whose printed effect is not its real one.",hook: shop,economy;secret,"The medicine show, and the origin of a phrase.",,global,deck,no,1,carried,refs:201
,Wing Walkers,,,Epic,5,Barnstormers and wing-walkers of the 1920s - a card that transfers between grids while both are in motion.,hook: on_trigger,movement;gamble,"A mid-flight transfer, which is the most dangerous move in the file and should score like it.",,grid-local,x,no,2+,carried,refs:205
,Annie Edson Taylor,,,Rare,3,"A sixty-three-year-old teacher, first over Niagara in a barrel, who saw almost no money from it.",hook: on_trigger,gamble;protection,A card that survives an enormous risk and is paid almost nothing - which is worth printing honestly.,,grid-local,cell,no,1,carried,refs:206
,The Great Farini,,,Legendary,8,The Niagara rope-crosser who became an impresario and designed the human-cannonball apparatus.,hook: on_game_start,leader;creation,A leader who builds the props other cards use.,,grid-local,x,no,1,carried,refs:207
,Steve Brodie,,,Rare,3,"Claimed, probably falsely, to have jumped off the Brooklyn Bridge, and became famous anyway - a card that scores for a feat it never performs, unless it is inspected.",hook: on_score,secret;economy,"Fame from an unverified claim, which is the Gaff family's purest case.",,grid-local,cell,no,1,carried,refs:208
,High-Diving Horses,,,Epic,5,"The Steel Pier act, whose rider Sonora Webster continued after being blinded.",hook: on_trigger,h;class,An Animal card that dives the full height of its stack.,,grid-local,h,yes,1,carried,refs:209
,Capoeira,,,Epic,5,"A martial art disguised as dance by enslaved Afro-Brazilians - the roda circle, the berimbau, and a fight the authorities could not see.",hook: on_trigger,movement;secret,The ban-workaround family's founding card. Treat the history with weight.,,grid-local,x,no,1,carried,refs:214-218
,Bumba Meu Boi,,,Rare,3,The folk pageant beneath Parintins - the prize ox is killed and resurrected amid celebration.,hook: on_discard,creation;narrative,"A card that must die to pay out, and comes back.",,grid-local,cell,no,1,carried,refs:221
,Tango,,,Rare,3,"Born in dockside courtyards and brothels, then conquered Paris - the embrace, the lead and the follow.",hook: on_board_mutated,formation;movement,"Two cards that move as a pair, one leading and one following.",,grid-local,x,no,1,carried,refs:227
,Frevo,,,Uncommon,2,Carnival music so frenetic that dancers invented the passo - acrobatics steadied by a tiny umbrella.,hook: on_trigger,movement;prop,A prop that permits a move otherwise illegal. The umbrella is the enabler.,,grid-local,x,no,1,carried,refs:228
,May Wirth,,,Legendary,8,"The Australian equestrienne called the greatest ever, and the only performer landing a backward-backward somersault between horses.",hook: on_trigger,movement;class,A movement card whose whole claim is that only one person ever did it.,,grid-local,x,no,1,carried,refs:239
,Haka and Kapa Haka,,,Rare,3,"The challenge dance, performed at welcomes, funerals and tests, and the competitive group form.",hook: on_score,formation;class,A whole-line card performed in unison. Treat the reference respectfully.,,grid-local,line,no,1,carried,refs:246
,Siva Afi,,,Rare,3,The Samoan fire-knife dance - the ailao war dance armed with a machete wrapped in burning towels.,hook: on_score,suit;prop,"Knives and Flames in one card, which is the dual-suit idea with a real source.",,grid-local,x,no,1,carried,refs:247
,Naghol,,,Epic,5,"Pentecost Island land diving - men dive from thirty-metre towers with vines tied to their ankles, calculated to stop just short.",hook: on_trigger,h;gamble,"The Vine stamp: survive a fall from any height, exactly once.",,grid-local,h,yes,1,carried,refs:248
,Jultagi,,,Rare,3,Korean tightrope walking with stand-up comedy - the walker jokes mid-wire and works the crowd.,hook: on_trigger,movement;class,"An Acrobat card that is also a Clown card, and better for it.",,grid-local,x,no,1,carried,refs:258
,Talchum,,,Rare,3,"Korean masked satire mocking aristocrats and monks, with licence to insult the powerful.",hook: on_game_start,rule;class,"Another fool's-licence card, from a tradition where the licence was explicit.",,grid-local,grid,no,1,carried,refs:259
,Sangmo,,,Uncommon,2,Pungmul drummers spinning long ribbons from swivel-hats while drumming and leaping.,hook: on_trigger,movement;prop,A prop that traces a path over several cells while its card stays put.,,grid-local,x,no,1,carried,refs:260
,Reog Ponorogo,,,Epic,5,A dancer carries a fifty-kilogram lion-peacock mask gripped in his teeth.,hook: on_stack_cards,h;protection,The Iron Jaw card with the heaviest documented load.,,grid-local,h,yes,1,carried,refs:262
,Kuda Lumping,,,Rare,3,"Javanese trance horse-dancers on woven bamboo horses, who in trance eat glass.",hook: on_trigger,status;gamble,A status that grants immunity and costs control.,,grid-local,cell,no,1,carried,refs:263
,Kecak,,,Epic,5,"The monkey chant - a hundred bare-chested men as a single interlocking voice-orchestra, devised in the 1930s.",hook: on_score,formation;combo,A line where every card contributes one interlocking part and none scores alone.,,grid-local,line,no,1,carried,refs:265
,Water Puppetry,,,Rare,3,Vietnamese puppets dance on a pond while the puppeteers stand waist-deep behind a screen.,hook: on_spotlight,h;spotlight,Hidden but active - the anti-spotlight family with the prettiest staging.,,grid-local,h,yes,1,carried,refs:266
,Likay,,,Uncommon,2,"Glitter-drenched improvised Thai folk theatre, where audiences pin money on performers mid-scene.",hook: on_score,economy;juice,Tips arriving during the act rather than after it.,,grid-local,cell,no,1,carried,refs:268
,Wau Bulan,,,Uncommon,2,Malaysian giant moon-kites with hummers that sing in the wind.,hook: on_score,prop;movement,A prop that stays aloft over a column and hums until it lands.,,grid-local,y,no,1,carried,refs:272
,Steelpan,,,Epic,5,"When drums were banned, Trinidadians hammered melody out of oil barrels and invented an instrument.",hook: on_game_start,creation;secret,The ban-workaround family's best outcome - a restriction that produces something new.,,global,deck,no,1,carried,refs:282
,Dubplate,,,Rare,3,"Jamaican sound systems battle for crowds, and the ammunition is the dubplate - an exclusive cut nobody else has.",hook: shop,economy;secret,"A card that exists in one copy in one run, and is worth more for it.",,global,deck,no,1,carried,refs:285
,Rara,,,Uncommon,2,Haitian Lenten street processions with bamboo vaksin trumpets - bands walk for miles gathering crowds.,hook: on_board_mutated,movement;combo,A card that collects other cards as it travels a row.,,grid-local,x,no,1,carried,refs:286
,Castells,,,Legendary,8,"Catalan human towers up to ten levels, crowned by the enxaneta - a small child who climbs to the very top and raises a hand.",hook: on_score,h;formation,The crown rule is the mechanic: the smallest card must top the tower for it to count.,,grid-local,h,yes,1,carried,refs:291-295
,Las Fallas,,,Epic,5,"Valencian neighbourhoods spend a year building enormous satirical sculptures and then burn every one, except a single pardoned ninot.",hook: on_game_end,destruction;growth,"Build-to-burn, with one survivor chosen by vote. Investment that pays out on destruction.",,grid-local,grid,no,1,carried,refs:296
,Recortadores,,,Rare,3,Spanish bull-leaping - dodging and vaulting the bull with no harm done to it.,hook: on_trigger,movement;gamble,"The Minoan act, still performed, and the humane version of the Bullfight card.",,grid-local,x,no,1,carried,refs:297
,The Costaleros,,,Rare,3,Monumental Holy Week floats carried through cities by hidden bearers sweating underneath.,hook: on_stack_cards,h;formation,Covered cards add their rank to the card they carry - the anti-spotlight family's best mechanic.,,grid-local,h,yes,1,carried,refs:299
,Fado,,,Rare,3,"Portuguese song as performed longing - mourning what is gone, as public art.",hook: on_game_end,persistence;narrative,A card that scores for what the run has lost rather than for what it holds.,,global,deck,no,1,carried,refs:300
